chr	start	end	Enrichment1	Enrichment3	CV3	CV5
chr1	4481702	4483872	5.44366877846709	3.9779468253805126	0.22595970376012808	0.22408542302336207
chr1	4486846	4487798	4.0282102520252625	4.142362710137997	0.25273401862797096	0.2609922638119646
chr1	5008285	5011211	2.919199635085312	2.652249381835546	0.5034647647617055	0.4139179746911302
chr1	5906368	5907596	2.0210921241321937	2.1729978745505334	0.7806524100748053	0.7467723761165873
chr1	9288768	9290260	0.6562780887812261	0.6727727499698808	0.349896961049688	0.28789048822425334
chr1	9787764	9788832	1.7537609227173658	1.4199692600634466	0.15816159316882616	0.1564982626305007
chr1	9957010	9958504	1.519346031131442	1.3798765570760096	0.18030138735958504	0.17909454937072164
chr1	10222068	10223592	1.2402361593706335	0.9662849206547158	0.31640496110808397	0.36683740507168666
chr1	12980178	12983018	1.7077087166076739	1.5754835605056996	0.1327222098939045	0.2303756757444028
chr1	13116370	13116882	1.5994315165122122	1.580709358268932	0.19020048108649468	0.37411340571260304
chr1	14745098	14746330	1.2592174770038413	1.3642420765950916	0.23607640163739824	0.20927080418565455
chr1	15276373	15277647	1.6178256437437035	1.2286496488747103	0.3136323522602146	0.2712109760949745
chr1	17086735	17088275	1.7611899074391746	1.5318332712274865	0.18731947718199238	0.27907049968872466
chr1	18047810	18049142	1.544994342410106	1.4407588458184666	0.8374827781222851	0.6070714945299012
chr1	19094173	19094995	3.7541149640878797	3.0691860199656675	0.12165701009000712	0.1684276308542081
chr1	19199764	19200516	4.631618432764271	3.4941006435656856	0.2558978268004706	0.41048295518169753
chr1	19224145	19224411	4.289755857027325	3.492225275259155	0.21138602158160605	0.26045103195484565
chr1	19226612	19226978	4.187361797377472	3.6336568860070253	0.1779455773157767	0.2452847490169288
chr1	21950648	21952472	2.065673186881841	1.667112807222006	0.559484927816127	0.44323133995536995
chr1	23768493	23770407	2.192811319113448	1.5289328091445522	0.48936681660461556	0.42511881124122947
chr1	24593129	24594405	1.25543897204604	1.2198735293788023	0.5610100605119192	0.5976309860381335
chr1	34734652	34735638	1.7004244226664291	1.606933922127702	0.22154962075289386	0.20143533529534793
chr1	34807010	34808240	1.3132540871867324	1.5705802215796878	0.11294440255551291	0.1571259008183923
chr1	36613445	36615771	1.442954901995683	1.7369248814056542	0.15497287050535505	0.15718754088509856
chr1	38683295	38685149	1.5754819592322504	1.1961940109816274	0.1496237907874306	0.15085909094944053
chr1	38892423	38894005	1.2344947141441924	1.091536059749336	0.12172596384368753	0.11869523402646899
chr1	39249305	39251541	1.716680014094485	1.4457589641435014	0.14488438332873071	0.19823691250808992
chr1	39706974	39708254	1.2162707164807876	1.3319219230422432	0.17328945369704216	0.18256855521410492
chr1	40382356	40383028	1.378499327817913	1.357621128703513	0.12317928174761415	0.16731524480785767
chr1	40737471	40739223	2.656088502501405	1.9338536497488512	0.13426468281032278	0.16346299771958928
chr1	42741099	42741985	2.8226669091099126	2.4673520335518044	0.20261127874701781	0.21888110023438986
chr1	42750771	42752131	4.635575397641916	3.4035403053342783	0.22193517195879836	0.19918290670448463
chr1	42770042	42770678	2.4899117875617884	2.3012132517473196	0.13160188296381198	0.1572923335584084
chr1	43220326	43221250	0.9736594193487862	0.9012698182650403	0.17871664245166585	0.170233810744304
chr1	50983430	50985034	0.9171384811288129	1.062614429856036	0.3227530673553703	0.32522005165555434
chr1	54982342	54983690	1.088273904540525	0.9763345430226908	0.15866126642601852	0.16503628284991825
chr1	55419156	55420832	1.429311854291679	1.4758372165151075	0.1297193993767158	0.2321168295382257
