chr	start	end	N	Enrichment1	Enrichment3	CV3	CV5
chr1	3521705	3522001	1169	1.2096819302553234	1.261652591340558	0.18834399613068678	0.19218245118448476
chr1	3660535	3662757	1169	1.4866544565996593	1.3826242505165185	0.5432765579566069	0.4218192034344048
chr1	4342402	4342646	1168	0.9244950595989917	0.9644420453743003	0.7279730092102186	0.5231838813013971
chr1	4481702	4483872	1166	2.297158432935359	2.049118759953252	0.12448822156213102	0.13162611019826745
chr1	4486846	4487798	1166	2.0886815837125825	2.081563046061623	0.14751855066653338	0.136820241248536
chr1	4561582	4562290	1167	1.1265114511806829	1.1477314282429512	0.18981441409611172	0.21261722639980365
chr1	4678211	4678557	1164	1.1684909144308595	1.2408559159739987	0.11938445672495143	0.14100904762498126
chr1	4775462	4776078	1167	1.5100327756402174	1.5810056045504741	0.10009532493816635	0.0977085826806332
chr1	4797523	4798375	1167	1.4024865017261132	1.4795717917422244	0.14258576452317245	0.11213842907692492
chr1	4847490	4848556	1165	1.6273428800801253	1.6249725559777213	0.16261373539886853	0.18757138981660249
chr1	5008285	5011211	1167	1.6333451927917368	1.5484832778434956	0.4599089047852913	0.3512798524046164
chr1	5012901	5013139	1167	1.7474786467971575	1.5877414353901729	0.46298743132990966	0.34826457613642636
chr1	5073003	5073623	1168	0.0	0.9897465455580109	0.1486358938410096	0.1529844454163124
chr1	5906368	5907596	1170	1.3128393417421034	1.5050450028361875	0.7156968328101343	0.6821128558889401
chr1	6204212	6205672	1168	1.5883463828306084	1.5881417426738342	0.15090877621691157	0.12324021803340143
chr1	6349112	6349618	1167	1.2355386404271085	1.3172861640793019	0.11942240700249906	0.3583801231023348
chr1	6372848	6373372	1167	1.1980910895065502	1.1172697970673173	0.1686848653902998	0.17770101126745966
chr1	6430940	6431964	1168	1.3541664690672612	0.8563834693155061	0.20642736696488548	0.2251193380649222
chr1	7078468	7079524	1170	1.8565661390414798	1.085976974865502	0.09851277272017085	0.11141163639555395
chr1	7387762	7388790	1170	1.5195270795916758	1.330758250892706	0.10893980293832385	0.5143123954222988
chr1	9288768	9290260	1170	0.9815514175611285	0.8956505397453893	0.10280873169222801	0.09445682094087314
chr1	9535129	9536319	1167	1.0302745020358943	1.173888273844782	0.13621021155935317	0.13886933507691906
chr1	9639391	9639549	1165	1.3789683120274194	1.2795662152158993	0.16123643816404234	0.1434455432577227
chr1	9689746	9691182	1165	1.6421815994694482	1.4339461136006186	0.08903386910284986	0.13117176162964897
chr1	9737535	9738829	1164	1.5381110391282868	1.6134934994533454	0.08178129057309709	0.08518755445677344
chr1	9787764	9788832	1164	1.46974627791688	1.425691710501848	0.09053295936396125	0.08330678550620496
chr1	9838120	9838856	1162	1.5131116830783293	1.4155208632011498	0.12478370941810145	0.10230845305929955
chr1	9933770	9934566	1164	1.5267469595206418	1.4821605771978386	0.09570461548839894	0.09400929550101716
chr1	9957010	9958504	1165	1.40000964916189	1.4812808235392692	0.08547582348967697	0.07765910806478037
chr1	10027637	10028523	1165	1.6558017407943868	1.548925081757398	0.06144567221406414	0.07432312398070828
chr1	10029603	10030407	1165	1.58087931812823	1.571159040303187	0.06455566606893591	0.07346864588077061
chr1	10222068	10223592	1168	1.3009840551877405	1.111449877602354	0.26144662937561136	0.2807188777775736
chr1	10983345	10984191	1170	1.3499369674457842	1.2253928120807396	0.4658529687340262	0.5331053907818347
chr1	11319635	11319847	1169	1.2504821135210689	1.2223301521784264	0.17394773352377743	0.1518191076033699
chr1	11403957	11404699	1169	1.3150888201339135	1.248309051359771	0.1218872263267543	0.12360216023167896
chr1	12826113	12826339	1169	1.1062917818930684	1.0797011057466237	0.07163889856916728	0.08860720996481787
chr1	12980178	12983018	1168	1.5704532940471774	1.4384414954172728	0.1278344041307262	0.10512272346509212
chr1	13116370	13116882	1169	1.4932199238156876	1.4981084846608246	0.07531921212622046	0.34637961710998455
chr1	13362295	13364973	1169	1.5539111949680555	1.4663056969675707	0.09554284653850771	0.12231689406072939
chr1	13521763	13521923	1167	1.4200647516539142	1.406716782063393	0.1256857946898472	0.12646694287135324
chr1	13579165	13580409	1168	1.4811846312835713	1.5258203368594099	0.09146393843387378	0.10603560025882143
chr1	13650146	13650854	1168	1.9017081563164384	1.6850371872660994	0.07495415300921843	0.10249327644705328
chr1	14299749	14300241	1169	1.1426917343326792	1.1852718467099628	0.06179183361442448	0.09030142410161772
chr1	14496483	14497331	1169	1.3180176285872431	1.1472952590449215	0.11886797503502405	0.1084152750736618
chr1	14745098	14746330	1169	1.4443816663567135	1.2991708948494194	0.11379283838110149	0.10463684557385795
chr1	14908671	14909003	1169	1.2323967145171069	1.141659546299365	0.11479877972239107	0.11908117414812319
chr1	15276373	15277647	1170	1.1204296296757486	1.0309666770855486	0.12038237035473066	0.10062611954621828
chr1	15641198	15641458	1169	1.2874477608409793	1.263673835502326	0.46855070965494283	0.37588956315279837
chr1	15795558	15796452	1168	1.4638025402998454	1.4952701042942969	0.07459801934580527	0.08440515781839723
chr1	15882386	15883122	1168	1.2480417515339344	1.2048434729592512	0.0481087094885373	0.08387638624195053
chr1	16082891	16083575	1168	1.3050023790491696	1.4659200335547726	0.09973821665664392	0.0934365291130112
chr1	16094184	16096604	1169	1.4173410070267494	1.5413677508583785	0.08956477969472412	0.09550288179884753
chr1	16508615	16510273	1167	1.2017712075309033	1.4445094350851222	0.11904797929770622	0.10419957862819933
chr1	16608553	16609661	1167	1.6421957593334566	1.572617724441149	0.46283942888802704	0.3548189771651789
chr1	16646530	16647310	1167	1.8088077484200045	1.7502020019282751	0.11109675800495143	0.3556293310191175
chr1	16655078	16655770	1167	1.8653941995737036	1.67028927740288	0.13431389595888682	0.12539009706726356
chr1	17081628	17082170	1168	1.6119369076122938	1.605684091944228	0.10260750992990264	0.1207889447464468
chr1	17086735	17088275	1168	1.8091138228362706	1.5738416669405972	0.10509074327448473	0.11852916875117198
chr1	17135424	17135880	1168	1.3571696582377366	1.2164718411894837	0.09925907813017888	0.09372761477957584
chr1	18047810	18049142	1170	1.6514862106094144	1.4607069660343308	0.714975881704206	0.5167777455829129
chr1	19087027	19087249	1166	1.8476153270658093	1.7127951550200544	0.13852746935880905	0.12011757749872538
chr1	19094173	19094995	1166	2.2829982850863098	1.8939666065496015	0.14645621967023503	0.13098563679357694
chr1	19199764	19200516	1166	2.195598840053881	1.9451201325154182	0.13043970997127982	0.3815412098596577
chr1	19224145	19224411	1166	2.4301977246450956	2.060051300642966	0.18947792838606273	0.16345395838235457
chr1	19226612	19226978	1166	2.3290684896391416	1.952577083083359	0.15994448327627375	0.16052684282855453
chr1	20809957	20810491	1167	1.6706202735647695	1.5082381129890114	0.1319369318893984	0.1159247179790452
chr1	20880484	20881472	1166	1.8151139316802039	1.5679478314845985	0.06799250804529637	0.0880780988555519
chr1	20924670	20925670	1166	1.8140017853382973	1.8700925731912987	0.1222511923496313	0.12949243116216128
chr1	20941610	20942136	1166	1.5065662860063143	1.5642191152205813	0.09925098384502255	0.13114297512486234
chr1	21068816	21069956	1165	1.5475295135230769	1.4268662428404535	0.08074964406570288	0.0883934974309312
chr1	21156477	21156723	1168	1.653198594036317	1.6873068231647073	0.09353671760831589	0.08155861256303525
