chr	start	end	N	Enrichment1	Enrichment3	CV3	CV5
chr1	4486846	4487798	95	4.632039065683186	4.400747167729687	0.37106655963106394	0.34346459577111055
chr1	5008285	5011211	95	2.469962306325046	2.4568549017031276	0.5856241920020677	0.4683987057513848
chr1	9288768	9290260	95	0.6367578467603411	0.6700103015541173	0.5223214233147461	0.3938087926718663
chr1	9787764	9788832	95	0.9780226809545097	1.0093794029886236	0.34649698322915296	0.32349777124089935
chr1	12980178	12983018	95	1.5114741678081314	1.6579845838117224	0.3898695692553624	0.39219178118470516
chr1	15276373	15277647	95	2.219452693546041	1.441572679988386	0.5115084393125678	0.43420169175046647
chr1	18047810	18049142	95	1.4559315392242995	1.4119057668134705	0.8986481688913562	0.6625181435444204
chr1	19094173	19094995	93	5.50366130262632	4.367977695755586	0.3222234204378173	0.33792898622466755
chr1	19199764	19200516	93	6.699630543286185	5.203681341778906	0.44555314702569926	0.5850813447831519
chr1	19226612	19226978	93	6.465833907027211	4.972093281063037	0.35032284668406605	0.34416962349915603
chr1	21950648	21952472	95	1.7672041298578323	1.811669451401907	0.6411730201700477	0.557988486173548
chr1	24593129	24594405	95	1.5158654036396066	1.1552204299065016	0.6196159046908469	0.6748164137399089
chr1	39249305	39251541	95	2.3715970838291485	2.413086808892854	0.24735877716783772	0.30020439205102495
chr1	40737471	40739223	95	3.718232287418818	2.8165892724657366	0.2645193236810816	0.31996920125390454
chr1	42741099	42741985	93	2.7366697961501236	2.6450135178782594	0.240384849161305	0.2800653945632199
chr1	42750771	42752131	93	5.093272211970764	3.767675872576215	0.2540118917025019	0.25931158039646823
chr1	42770042	42770678	93	2.9964140750603967	2.492722059511827	0.23026467215376376	0.253933185386616
chr1	43220326	43221250	95	0.9165867108832848	0.6971422724357352	0.20616466039203493	0.2089869566784798
chr1	57033480	57034864	95	6.689266855037767	6.152507051152201	0.3874069159202333	0.3550481145136227
chr1	62749273	62750427	94	1.2900102611802209	1.1124450461593722	0.3750022420872567	0.35003179883360985
chr1	62752010	62754392	94	1.1918688121624597	1.1197566851232041	0.4872920247566087	0.3972545327896958
chr1	72920111	72921337	95	1.3346271781200538	1.3473917775884756	0.26306733760127915	0.2142992911988111
chr1	74083403	74083969	94	0.6768227722168176	0.6261444431752883	0.1513641176036032	0.1814101138493224
chr1	74170669	74171815	94	0.7631537157403769	0.7367522357744299	0.13159714130300407	0.13282277208074494
chr1	74817686	74819210	83	2.3964915656214356	1.7584408534506126	0.2754770269327606	0.24092183307207624
chr1	74828757	74829715	83	1.9964908373137	1.7752641432776286	0.20526949416577073	0.19809699805680084
chr1	74830300	74831396	83	2.070857160196056	1.80221844854653	0.23635644224125846	0.20363376109779902
chr1	74837817	74838939	83	1.78772398778707	1.9969770151727353	0.21795624720823056	0.18708400113276252
chr1	74840747	74841801	83	2.3836081475877404	2.19382597335108	0.203068958044124	0.206099129489221
chr1	74847001	74847579	83	2.5356433772587947	2.255612165528097	0.18429443271109644	0.2179407361311287
chr1	74849568	74850510	83	2.0700529604909286	1.9384401876095945	0.22633760204076878	0.21034884327129777
chr1	74901036	74903184	83	2.0614818072984282	1.8285869829117607	0.1344479153176016	0.150158578357538
chr1	74928318	74929798	83	2.4000056981079583	2.232528123267105	0.16585041394547828	0.16059538390303282
